prolific_id,A1,A2,A3,A4,A5,A6,A7,A8,story,p_type,recall,q1,q2,q3,q4,q5,q6,q7,q8
5cdeaeb3557fbd00018a2c59,"""an eraser""","""are you from la""","""the night for a walk""","""noon""","""big""","""the class is about mummification""","""i do not remember""","""on tuesday""",44,np,"The guy walks into the lecture hall and sees Ariana, and immediately feels like she's very familiar. They all sit down, the professor starts talking about mummification, meanwhile the two start exchanging notes. He asks her if she's from LA, because she looks very familiar. I do not remember how she replies, but this goes on until he asks her to meet the evening for a walk, which she agrees by looking at him and nodding. Meanwhile the professor still teaches his lesson. The period ends, the professor speaks of the assignment about mummification and everyone leaves except the two. I do not remember what they say, except that the guy's conviction is even stronger after he hears her voice.",0.0,1.0,0.0,0.0,3.0,3.0,2.2,3.0
5ea07ccfcc5aed04bc7e4148,""" diner from the eighties, with red leather stools""","""the menus had silly names""","""hamburguer with no tomatoes""","""he didn t liked it""","""3 months""","""he needs more time to organize his life""","""she didn t want to break up because she thought things were fine""","""polaroid camera and a poster""",11,np,"Thomas was waiting for Sadie inside a restaurant, that was similar to a diner from the 80's. He asked the waitress for a table in the back of the restauraunt. Then he said to Sadie that he wanted to break up with her. He wanted more time to organize his life. Right after, the waitress asked them if they had already chosen but they haven't seen the menu yet. She asked the waitress her opinion on a burguer and chose that one, and he chose a hamburguer with no tomato. Once the waitress left, she tried to convince him not to break up  but he had already decided that he wanted to break up. She started crying and some other costumers started looking at them. Then, she stormed off and said she wanted her polaroid camera and her poster. He tried his burguer but wasn't very tasty, and he wondered if the bad taste was due to the restaurant.",1.6,1.8,1.0,1.0,1.6,0.4,2.0,2.0
5d0e2a06facd7500197a46e3,""" With chandeliers and with a nice new onto the pacific ocean.""","""The best menus the chef gives for the day.""","""Onions and something caramelized.""","""They really enjoy the food, Senna even says it tastes like the ocean.""","""For some years.""","""3 diamonds, sometype of green.""","""On a cake.""","""Her dad.""",21,loc,"Senna and his fiancee went to a restaurant to supposably commemorate on the new tomatoes that they grew but Senna's plan was to purpose to her on that day. They ordered what they wanted to eat and they started to talk about how they met and more. Then after they ate the attendant gave Senna's fiancee a cake with the wedding ring on top of it, and thats when Senna purposed to her in which she replied with a ""Yes"" and the other clients started applauding.",2.0,0.8,0.8,1.6,0.0,1.2,3.0,3.0
5e84ab6c1c387d0424a1b662,""" i can t remember""","""i can t remember""","""e23""","""23h 26f""","""6 week ago""","""Jessie think that their personalities are not compatible""","""No""","""Jessia wants her philosophy books back""",12,soc,The couple had just finished the fairs and were at the airport when Jessie say that she wants to end rhe relationship because she thinks their personalities are not compatible. The boyfriend is speechless and continues to walk. When they got on the plane they stayed in separate places but before sitting down Jessie shakes her boyfriend's hand and wishes him a good trip and ends up asking for her philosophy books back,0.0,0.0,0.0,0.2,3.0,3.0,0.0,3.0
5c1cfb57e2d9150001b5975b,""" 23 months""","""one""","""box""","""mother""","""full""","""oranges""","""2""","""14 dollars, cash money""",23,loc,"A couple enters to a grocery store and I think, it's full of people, and the main goal for the man is to purpose for marriage. Then among the people that are buying fruit, he asks her, while their friends are seeing and taking pictures in the background, and she says ""yes"" and all people start filming and taking pictures. Then she calls to her mother. Then they left the grocery store, with 14 dollars (I think) of groceries and paying with cash. Finally they go out wondering where to celebrate.",0.0,0.0,0.0,3.0,3.0,2.0,0.0,3.0
5c4271f51b4bf300018b0920,""" eraser""","""If she was from LA""","""That evening for a walk""","""8 pm""",,"""History, about mummies""","""Mummies""","""A quiz next friday""",44,np,"Leon found a girl he tought he already met before. In the history class he gives her a note to ask if she was from LA. After that he asks her to go walk with him that evening, then their professor tells them they have a quiz next friday about those mummies and she has to leave to go to her next class.",0.0,2.0,0.2,2.8,3.0,3.0,2.0,0.0
5d80f95b43119f0015986eb1,"""Its a big grocery store.""","""Cheese and crackers""","""10 lanes and i dont know which one they step into.""","""23 dollars and they use credit card.""","""Salesperson and cheese seller.""","""20.000 dollars""","""I dont know""","""I dont know""",33,np,"Two women goes into a big grocery store. They chat a little bit at first and then a man tries to sell them cheese/crackers. The two women buys the cheese and crackers in a lane. There were 10 lanes. The things they bought cost 23 dollars. After that, they talked about some deal that were going to make them 20.000 dollars.",0.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0
5bc9e924e642db0001d3a1c5,""" busy""","""cheese""","""6""","""23 dollars, cheque""","""miss bianchi, miss morrison""","""1500""","""orange grocers""","""bottle of drink""",33,soc,"Miss Bianchi wants to sell cheese from Italy to the store, she offers Miss Morrison to try the cheese and offers to purchase crackers which Miss Morrison picks the bill up for which is also paid by a cheque, they broker a deal which aids the store from paying excess income tax and celebrate the partnership by sharing a drink at the end.",0.0,0.2,2.2,3.0,0.4,3.0,3.0,1.8
5e7b804f9379140478c688da,""" 2 years""","""3""","""on a slice of cake""","""her dad""","""purple stuff and cloths""","""small with no prices""","""scallops with caramalised apple and oysters""","""it was better than they had imagined """,21,soc,"2 people went into a restaurant, the man explained who he was and the waiter winked at him slyly and sat them down, while the women was in the powder room, unaware of what was going on the man was making sure the plans for the evening would run smoothly. 

They received menus that were very small whilst also being very descriptive, but with no price, they ordered, one ordered pan seared scallops with caramelized apple and the other ordered oysters. The women was confused as to why they were out as she thinks the occasion is due to her growing tomatoes. 

After they had their food they both exclaimed how it was even better than they had thought, then the waiter gave presented the women with a slice of cake that had a ring with 3 diamonds on it, and the man said that he'll ""always love her, and never stop loving her"". she said ""yes"" to the proposal and as the restaurant cheered she said that she had to call her dad.",0.6,2.0,2.0,0.8,0.0,1.0,2.8,3.0
5cea26087afd86001a34a5db,""" a year""","""dont know""","""band""","""mum""","""no idea""","""pumpkin ""","""no idea""","""12 cash""",23,np,"There was a grocery store and it was the day before thanksgiving. He wanted to propose to his girlfriend, chloe (?). They walked around the store, he was sweaty and nervous. she was choosing items for thanksgiving. He turned around and got the ring out and they went to the check out. Their friends were waiting outside and started to come towards them. He got down on one knee and proposed, telling her he loved her. She said yes and he put the ring on her finger. She shoved it in someone's face to show them and said that she loved it and texted her mum. Their friends came over - chloe went to greet them while he paid for their shopping in cash. Then they walked out of the store talking about where they would go to celebrate. ",0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0
5cf0a300b094d700183e4d54,"""It is like a factory, really cold and steely, sorta a big costco type thing""","""They are in the soups area, and there are chicken toys nearby""","""I dont remember the amount of lanes, but they stepped into number 8""","""The groceries are around 50 dollars and they use credit card""","""A turkey toy ""","""Isnt this cuteSLASH""","""To go for dinner on a date""","""It is 4SEMICOLON35""",43,soc,"Two people meet inside a grocery store, which is very steely and cold/large. It looks like a factory. They are in the soups area when they strike up a conversation about chicken toys. They then hit it off, talking and laughing, and go to lane 8 to pay for their foods. The total is around 50 dollars, and Simon pays for the food with a credit card. He also asks the girl on a date, to go out for dinner. She gladly says yes, and the cashier is rolling their eyes, but then she realizes she is late for a dinner party as it is 4:35 PM. She leaves.",1.4,0.0,2.0,2.8,0.0,2.2,1.0,2.0
597cb71cd4e83700016c35b2,""" three years""","""one white diamond""","""box""","""her mother""","""bright and sunny. full of people thanksgiving shopping with carts filled with turkey ""","""vinegar and something else""","""do not remember""","""cannot remember price. paid in cash""",23,loc,"A man and his girlfriend go to the grocery store, he's a sweating mess. The store is bright and sunny and full of people thanksgiving shopping with turkey and pie in their carts. He's planning to propose and is thinking she'll love the surprise, she loves surprises a lot. Girlfriend (Nicole? Lisa?) picks out something (vinegar?) and is looking at other stuff while man stares at ring in its box. She asks him if they need anything else, he says I don't know honey. Cuts to her perspective for a while she thinks he looks freaked out but assumes he'll tell her what's up eventually. They go to the checkout line to pay for stuff, he sees his friends outside. They walk over. He proposes (will you marry me, i love you, some other stuff), their friends walk over more and stop trying to hide. People in checkout line and their friends have started to video on their phones. After a few moments of suspense girlfriend says yes. He puts the ring on, she's practically spinning with excitement, she exclaims at the sparkliness of the ring while shoving it in a strangers face. The people in line let them move up to the front, gf texts picture of ring to her mother. Man pays for items in cash, they leave with their friends and will decide where to go to celebrate the engagement. ",2.6,1.0,0.0,1.6,0.6,3.0,0.0,3.0
5eac5376dfc1010c08a633bb,""" 3 months""","""constant fighting""","""yes, they are also tired of fighting""","""liam wants luna the cat""","""smelled odd and was dimly lit""","""pasta sauce and bowtie pasta""","""1, the one the clients have entered""","""32 dollars, credit card""",13,soc,"Liam and Emmanuella are going to a grocery store to buy groceries for their dinner party. When Liam asks about Emmanuella's choice of making pasta again when she picks out bowtie pasta, she replies that he never cooks. Liam says he wants to break up, because he is tired of fighting with her all the time. Emmanuella agrees, and as they move to the check out line, they decide not to tell any of their party guests they've broken up. After the 'cat's out of the bag' metaphor is used though, Liam states he will be keeping the cat Luna, but Emmanuella knows this will be a problem later on. ",1.6,1.6,1.6,2.2,1.4,1.8,1.2,3.0
5ce5b9844cd8130019acba32,""" 6 weeks""","""not getting on""","""no, didnt think anything was wrong""","""calvin""","""1 hour""","""the conveyor belt""","""3""","""economy""",12,np,"arrived at the airport, went through the security, Calvin took of his belt and the conveyor belt not working. Calvin said he wanted to break up and he had been thinking about it. Both were sat in the economy section",1.0,0.0,0.0,1.0,3.0,0.5,0.0,0.0
5deae08fe4f84020dfafac72,""" busy and lots of promotions on view""","""sparkling water, crackers, ketchup, cheese""","""10 open and they use number 6""","""23 paid by check""","""Ms. Morrison is a sales representive and Ms. Bianchi is a manager""","""1500""","""cant remember""","""handshake""",33,np,"Meeting for a deal with regards to different types of cheeses, they agree to the deal and celebrate with some champagne",0.6,3.0,3.0,3.0,2.4,3.0,0.0,0.0
5e3f032709a1141608164346,""" 3hours and 35 minutes""","""fault with scanner""","""j35""","""7d""","""boook""","""were you a gymnast""","""drinks next tuesday""","""11""",42,loc,"man was reading waiting for flight; Anna rushed in, bent to tie shoelace and missed luggage cart heading towards her. Man grabbed her out of the way, then helped her to rush through security though there was a holdup thanks to a scanner. Arranged to have dinner when they both got back, and Anna made her flight by 5 minutes",2.0,2.4,2.0,2.0,0.0,3.0,2.2,2.0
58af6fa166d1330001eebaab,""" black and white tiles""","""laminated with weird names for all the foods""","""burger without tomatoes and a ruben""","""sadie throws the ruben on thomas and thomas thought the burger tasted fishy""","""a while""","""wanting to change career paths""","""no they dont want to break up and she says they can adjust how long they hang out""","""sade""",11,np,"Thomas and Sadie go to a restaurant because Thomas wants to break up with Sadie. This is due to his career, he does not know whether he wants to change his career path and believes they should break up. Sadie does not take this well and storms out of the restaurant",1.0,2.8,2.0,1.0,0.6,2.0,3.0,1.0
5d82994758861000188f76dc,""" shoe lace ""","""no""","""dinner""","""1055""","""15""","""not sure""","""j57""","""7d""",42,loc,"lady trips, luggage cart almost hits her, man saves her, helps her get to gate. they realize they went to the same school at different times and he asks her to go to dinner when she gets back from her trip",0.0,0.0,2.0,2.0,0.0,0.0,2.0,3.0
5cc482bd8d2a1e001885c450,""" Ms. Bianchi is a sales person, and Ms. Morrison owns a grogery store chain.""","""I do not recall, I think around 2000.""","""Orange grocers""","""I do not recall.""","""I do not recall.""","""crackers and sparkling water.""","""Ten are open, I do not recall which one they got in. I believe it was some where between six and eight.""","""Around 20 dollars, paid by check.""",33,np,"A cheese sales person meets a store owner in her stores cheese section for a sales call.The owner says she is hesitant to carry the cheese being sold. The sales person launches her spiel and picks out some crackers to buy to try with the cheese. The sales person shows the owner some sales info from stores that carry her cheese, showing that it increases sales of other items. The owner takes the crackers and gets some water and says she is paying. They get in line and check out. The owner pays with a check. The owner then agrees to a much larger order, and one of them pulls a bottle of champagne out of their purse.",0.0,2.0,2.8,2.4,1.4,1.6,3.0,0.0
5e70f95a7b8fa90009292b14,""" it is large, it has three projectors""","""it is a history class, and the subject is learning about Augustus and the Roman Empire""","""the history of the roman empire""","""the midterm is due on Thursday and is to be emailed""","""Alma is the Ceo and Founder of a company and Charlie is a finance person for his company""","""$28,000""","""Churchill something""","""they hug after making the verbal deal""",34,loc,"Alma and Charlie were entering the lecture hall. Charlie called out to Alma so she would sit next to her. There was a description of the lecture hall, noting that there are three projectors in the room. Charlie reported that he spoke with his colleagues and is willing to fund half of what Alma originally requested, amounting to $28,000. The professor continued to discuss the lecture material, regarding Augustus. Alma reported that she was unable to accept half funding because the data she gathered is based on full-funding and if the implementation was now and not in a few months. Alma reported that they would have to approach Charlie's competitors to secure to rest of the funding and that would set them back months. More was said on the lecture. The assignment was discussed and reported that the midterm was due by e-mail on Thursday. Charlie reported that they would be willing to fully fund the $56,000, noting to himself that his colleagues agreed to this amount if necessary. The class was dismissed and Charlie and Alma stayed behind. They hugged to acknowledge the deal and it was reported that the official paperwork would be signed later.",1.2,2.0,0.2,2.0,2.4,3.0,2.0,3.0
5d46c556fb0ce0001a04fd01,"""busy""","""elements table ""","""the number for sodium is 11""","""i cant remember but i thin it was next monday""","""3 years""","""5 red diamonds""","""inside a notebook""","""her sister""",24,soc,aaron and lana were at a lecture and they were called down to the front where aaron got down on 1 knee and proposed to lana the ring was inside a notebook and the ring had 5 red diamonds on the band thats all i can remember sorry,0.0,0.2,1.0,1.4,3.0,3.0,3.0,3.0
5e14da8da29f4b000ccc9b1d,""" jeff works at a vineyard and william is a buyer of wine for corporate events""","""800 dollars ""","""cant remember""","""handshake""","""an hour""","""the bins in which people put metal objects and the metal detector""","""gate z""","""business class""",32,np,"Both men were at a bar, got talking and discovered they were both working in the wine industry (one working with buying products for vineyards and the other purchasing wine for corporate events) and coincidentally both had a flight to the same place the next day. They travelled to the airport together and spoke about business, and one of the guy offered the other a sample test for 800 dollars. There was some initial disagreement, as the other guy said there would need to be a high turnover to make up for the potential loss from giving out samples. However, they soon came to a compromise and sealed the deal with a handshake, then departing at their respective flight gates. Once William got onto his flight, he opened up his phone to type out an email letting his business partners know he had sealed the deal. He then ordered a glass of wine from a flight attendant for himself.",0.0,2.4,0.0,1.8,2.4,3.0,0.0,3.0
5ca50e54edf90d0001846c14,""" 1 year?""","""1 glittery diamond""","""It was in the crevice of  his wallet.""","""Her mom. ""","""Cannot remember""","""cranberry sauce?""","""checkout number 3""","""$14 and he paid in cash. """,23,soc,"Alex and his girlfriend go to the supermarket. Alex has decided to propose to his girlfriend and knows that if he does so at the supermarket, she will be surprised. Alex has learned that his girlfriend loves surprises. She is choosing cranberry sauce when Alex turns around, pulls out the ring from a crevice in his wallet and looks at it. One diamond on a glittery gold band. They go over to checkout 3 and Alex looks over at his friends before getting down on one knee. He tells his girlfriend that he cannot imagine a second without her and asks him to marry him. There is a delay before she shouts 'yes'. The store assistant scans the shopping, it comes to $14 and Alex pays in cash. His now fianceé takes out her phone and texts her mom, before they walk over to join their friends.",0.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0
5d02c0e382e4f00001aa20cd,""" boxes piled high""","""fruit am""","""8""","""pays by card but cant remember the price""","""cant remember""","""she asked a funny question about one of the items""","""dinner""","""cant remember""",43,soc,"they were both shopping and had noticed each other, she asked him a question first and he responded, they continued shopping together and he recommended some items to her. They went to the same checkout and had a laugh at the magazines on offer. He asked her to go out to dinner with him. He paid for all the groceries. She dashed off as she was worried she was going to be late for her BBQ.",0.8,0.0,2.0,2.0,0.0,0.4,1.0,0.0
5d4af994c2eac9001a6a7a33,""" unsure ""","""unsure  ""","""for a concert""","""1pm""","""wood and pine ""","""fancy ""","""cannot remember enough detail to describe""","""unsure """,41,loc,A man and a woman meet for a lunch date. When arriving the woman bangs her head against the door and causes a bit of a scene. The date goes well and they order food. The man takes the initiative and invites the woman on a date to see a concert together. She agrees and they agree to swap numbers and that he will pick her up before the concert. The man has to leave to go back to work but pays for the bills and does a wink as he says that the $50 he leaves at the bar is for both of them..,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6
5e9c9ba01243491be8fe4bdf,""" 1 hour ""","""because Sven proposed to Isabel in a hurry because he had forgotten that the ring was in his back pocket""","""Gates C6""","""First Class seats C3 and C2""","""10 years""","""2 Diamonds and they were silver""","""Inside of a pocket sized wedding ring box""","""Her best friend """,22,np,"Sven and Isabel were a couple that were taking a flight to america, they had just arrived at the airport getting ready to bored there flight later that day, as they were entering the airport they were getting ready to go through security, in the mean time Sven was holding a Wedding ring that he is going to propose with to Isabel, as they approach security Sven and Isabel go through but as Sven approaches he forgets the ring that is in his back pocket, he then is asked to ensure that everything metal is off his body and in a hurry he proposes there and then to Isabel in which she is to starstruck from the unexpected request and the piles of people gathering around them so she hurries off, Sven following they reach a quiet area in which she shouts ""YES!"" to him, with a sigh of joy from Sven he was confused but understanding to why she didn't respond in the first place, now through security they approach there plain ride, they get on the plain and sit in their first class seats, with lots of people congratulating then on their new marriage, one of those people is someone who was tweeting about the whole thing at the same time in which it was going viral online, this made Isabel nervous but also very happy. ",2.0,0.0,2.0,1.0,0.0,1.8,1.8,3.0
5eb5f6d5e38e9f4e6c8dde3f,"""it is big and spacious and has many projectors""","""it is about ancient history and rome""","""that rome was trying to become as beautiful as athens""","""there was an assignment due by the next class""","""alma has a business startup and charlie is a part of a group that funds business startups""","""about half of $52,000""","""i do not remember""","""a hug""",34,np,"Alma needs money to start up her business idea. Her friend Charlie works for a group that funds new business ideas from their school. They have a meeting during class, and Charlie offers half of the money that Alma needs to start her business. They debate quietly during class, and finally come to the agreement that Charlie will give her the full amount of money. They hug to secure the deal.",1.4,1.0,1.0,0.2,2.0,1.2,0.0,3.0
5ea616a090d52b61615dfb3b,""" They both work in aviation technology. One of them works in disruption technology for aviation. I think one of them is CEo""","""600 million""","""Avitech""","""clink of a martini glass""","""there is taxodermy on the walls""","""the menus are heavy. on the back is the drinks""","""I do not remember this ""","""I assume they ordered steak so they would like them rare?""",31,np,The story involved two business men. They met for food in a eatery that had taxidermy on the walls. The menus were heavy. They both work in disruptive aviation technology. The deal is worth 600 million. The person who is selling their company wants to still have a say on the running of the business. The seal the deal with the clink of martini glasses.,1.0,2.0,0.0,0.0,1.2,3.0,1.2,3.0
5ccdb020ed1c4f001649810e,""" The lecture hall has one professor at the front of the class speaking in a very large hall. Students are sat down, and the story concentrated on Leon and Ariana, who were sat opposite sides but not too far to pass notes. ""","""The students are in a history about Egypt class, the class was about mummification.""","""The process of mummification was taught in the lecture.""","""The next  assessment is about what the students were taught, and will be next Friday in the next class.""","""Was holding a pen or bag?""","""The initial question is whether Leon has seen Ariana before in LA""","""The couple will meet for a walk at 8pm outside Ariana dorm""","""12 noon when the couple part""",44,loc,"The story is set in a lecture theatre in a class about history of Egypt. The story is about Leon and Ariana, where Leon thinks he has seen Ariana before but is not sure why. The lecturer starts the lecture about mummification in Egypt, and in the story, Leon and Ariana start to write notes. Later on, Leon sends a note to Ariana to ask if he has seen her in LA, to which Ariana replies it may have been her twin sister. When Ariana saw Leon, she took an instant liking to him, and the couple started sending notes to each other like it was high school. The lecturer continued his lecture, until Leon asked Ariana if she would like to go for a walk, Ariana looked at Leon and nodded. They arranged a time of 8pm to meet outside of Arianas dorm. When the lecture finished, everyone had packed up, apart from the couple. When Ariana spoke to Leon she said she has to go to her next class and it was 12 Noon. She said she should run, and waved bye to Leon - Leon was sure he has met Ariana before, especially after he had heard her voice, however, was not sure where.",0.0,3.0,0.6,2.4,0.0,2.0,3.0,3.0
5eda9f7c460b766ded73bdb7,""" 2 hours""","""the ring in svens pocket""","""2a""","""12a and 12b""","""2 years""","""5 diamonds and a clear blue""","""a ring pillow in the box""","""her friend""",22,np,"The couple arrive at the airport, with plenty of time left to reach to their gate. They have to get through security first. Before heading through security the male takes a ring out from his pocket and looks at it and quickly puts it back. They are standing in line for security. Once they are nearing the front of the queue, the female forgets that her laptop is still in her luggage and has the male help her get it out. The male, soon after finding the laptop, steps into the airport security scanner and looks at his girlfriend as the bars go round him. The alarms go off and a security staff member, once looking at the x-ray machine screen, asks the male to empty his pockets. Without wasting a minute the male goes to his girlfriend and goes down on knee and asks him to marry him. She collects her belongings and and carries on towards the gate. He catches up to her with his belongings. She turns round and shouts yes. the couple are very happy and the female phones one of her friends to tell them. Once they have boarded their plane a woman sitting near them recognises them as the couple who got engaged and said that she was live tweeting the whole thing. The female of the couple sunk down in her seat embarrassed.",0.4,0.0,0.0,0.8,0.0,0.0,1.0,2.2
5bd9fed6780d50000109c503,""" I do not recall""","""Physics""","""Ions""","""no idea""","""5 years""","""5 red""","""thick gold band""","""her sister""",24,soc,"____ and Lana had been dating for sometime. They were both in a physics class when ____ proposed. He had arranged this with the professor ahead of time, and had even recruited the professor to participate. The professor called them up to the front of the classroom to demonstrate something, but at that point, the professor switched to a slideshow of the couple and _____ dropped to his knee, opened up his tiny notebook to reveal a diamond ring (5 red diamonds on a thick gold band) that he knew Lana would like. She said yes and then texted her sister. A number of their friends were outside the classroom and ran in to congratulate the couple and the professor gave ____ a good solid congratulatory handshake.",0.0,0.0,0.4,0.0,0.0,3.0,0.0,3.0
571ceeb64ca277000953d1c1,""" smells of lavendar and lined with pine shelves of organic food""","""bow tie pasta and pasta sauce""","""2""","""37 and credit card""","""5 months""","""they fight over the smallest of things""","""yes, because they no longer feel like they can work through the fighting""","""Liam wants the cat back""",13,np,Emmanuella isn't happy with her relationship and comes out with it suddenly that she is no longer happy and her husband Liam agrees. They are holding a dinner party that evening and agree not to tell anyone and if it slips out then Emanuaella is having Luna the cat. ,2.8,1.6,2.0,2.2,2.4,1.0,1.0,3.0
5e0940924cac6822f3574032,""" 15""","""A man had a suspicious amount of metal objects""","""num_6""","""7a7b""","""num_1num_111months""","""2pink""","""silver band""","""best friend""",22,soc,"Sven and Isabella left taxi, she texted someone, they headed to check in, Sven checked the ring, something he had done many times, A ring with 2 pink diamonds on a silver band. They headed to pass security but was held up by a man with many metal objects. Sven and Isabella had to deposit their items to pass through security at which point Sven had to hold all of Isabella's items. When passing through Sven had forgotten to remove the ring from his pocket and with Isabella watching he had no choice but to purpose on the spot. She was overwhelmed with all the onlookers, grabbed the shoes from the belt and ran off. A nervous Sven hastily grabbed the rest of their belongings and hurried after her. She said yes and they boarded the plane, when sitting in their assigned seats, a women mentioned she had recorded the whole thing and it was going viral. An overjoyed yet embarrassed Isabella buried her face in her hands.",0.4,3.0,0.0,0.6,3.0,3.0,0.0,3.0
5d4ad488dfd8230018fd0b45,""" CEO""","""50000""","""cant remember""","""handshake""","""2hours""","""dont know""","""4""","""4A""",32,loc,"Two people called William and Jeff meet up and are at the airport to try and make a deal on the wines that one of them was selling. They get through security and while on their way to the gates, they are able to agree on a deal and seal it with a handshake. They part ways and tell each other that they'll see each other on the ground already. One of them sits in seat 4A and asks the stewardess for a glass of wine.",3.0,0.0,0.0,1.8,0.2,0.0,0.0,3.0
5c8a2d11f7ab04001042af3c,""" 35 minutes""","""the metal detectors are not working""","""jfk""","""anna sits in the middle while david does not board the plane""","""a half skipped bag""","""are you a gymnanist as that was a tumble""","""next tuesday for dinner""","""10.55am""",42,soc,"The story which I was described was called 'Anna-Cadabra' which was a love story between David and Anna. David notices a half-skipped bag belonging to Anna, and a trolley hurtling towards her. Anna gets hit by the trolley, and David asks 'Are you a gymnast as that was a heck of a tumble?' Anna rates his compliment a zero out of ten. David asks Anna whether he can walk her to her gate as he is going in the same direction in the airport. At security they have to wait because the metal detectors are not working. However, they soon are able to pass through security. At the gate, David asks Anna whether they can have dinner next Tuesday. Anna agrees and gives him her contact card before boarding her plane. Once boarded, Anna hugs the blanket next to her as she is joyful. David looks at his watch and it is 10.55am. He looks forward to meeting Anna again.",1.0,3.0,1.2,0.4,0.0,2.8,3.0,3.0
5eb2e03e93516108a92d3d96,""" like a huge warehouse""","""lamb ribs and mince""","""1 is open. number 7""","""52 dollars. he paid off his credit card""","""chicken""","""isnt this cute""","""tomorrow night for a date""","""4.30pm""",43,np,two people park up outside the grocery store. they approach the store which looks like a big warehouse. the girl is shopping for her barbecue tonight. both people are strangers but do not want to talk first. then end up seeing each other in the meat section. the boy pciks up a chicken and says isnt he cute. she starts laughing. they do their shopping and head to check out. all items are put on to the conveyor belt. the guy asks the girl out on a date. she blushes and starts laughing as he makes a joke. the cashier rolls her eyes when they are not looking. the guy pays for all the groceries. she girl realises shes late for her own barbecue so rushes out of the store.  the guy stands there watching her leave and doesnt hear the remark the cashier made.,1.0,1.2,0.0,3.0,0.0,2.2,0.4,3.0
5d2e1f674819d00019efd516,""" a pen""","""leon asks if she is from LA by sliding a note on her desk""","""they will meet at 8pm outside her dorm for a walk""","""12 ""","""a classroom""","""History lesson about ancient eygpt, particulary mummification""","""about mummification process""","""I cant remember """,44,soc,The two students Leon and A...? (can't remember name) were in a history class together at college and Leon recognized her from somewhere but he wasn't sure where. The class was about ancient Egypt and on the topic of mummification and the process and history of this area.  He passed her a note saying that he finds her familiar and asks if she is from LA. She looks at him a little surprised but likes him and thinks he looks trustworthy. She writes a note back saying that she is not from LA but it could be a twin of hers that she doesn't know about (sarcastic I'm guessing). Leon asks her if she would like to go for a walk and she agrees and asks if he would like to at 8pm outside of her dorm. The class ends and the professor says something about the next lesson. She then says that she has to run as she has another class. It is 12pm.,0.0,3.0,0.6,0.0,0.0,3.0,3.0,3.0
5b29a5197297750001c75a5b,""" Chickens""","""Isnt that chicken cute""","""Saturday night for dinner""","""4:30pm""","""Black warehouse high ceilings with lots of crates of food""","""Ribs and something to do with a vegetable kebab""","""8""","""53 dollars and Simon paid using his credit card""",43,loc,"The story was regarding the meeting of Simon and Carina at the grocery store. Carina instigated conversation with Simon regaridng a chicken being cute. they got chatting from there. They chatted whilst going around the store. Upon arriving at the checkout, Simon looked Carina in the eye and asked if he could take her to dinner on Saturday night. Carina agreed. Simon then went on to pay for their groceries together, paying $53 on his credit card, to the pleasure of Carina. However, Carina checked the time and realised it was 4:30pm and was late to her own barbeque so had to promptly leave.",2.6,1.4,2.0,2.8,0.0,2.4,2.0,2.4
5d4200720eddc0000173e988,""" I dont recall""","""no recollection""","""in a box""","""I dont recall""","""I dont recall""","""Sven had a ring in his pocket that he forgot about""","""I cannot recall""","""2a and 2b""",22,loc,"Sven and his girlfriend (now fiance) were going home from spain, and they were delayed at security because he forgot a ring in his pocket, and he ended up proposing to her and causing a scene before they boarded their first class plane",0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
5eb882738aa2327d047dd79b,"""  a long time""","""need to find careerpath""","""no she doesnt. she wants to talk it out""","""the girl wants her polaroid""","""decorated like a bar with piano type floors and red seats""","""crazy item names""","""thomas oreder hamburger with no tomato. i forgot about sadie.""","""none of them like it.""",11,loc,"Thomas invites Sadie to the back of the bar to discuss a breakup due to him needing to plan his career pathway. Sadie doesn't believe and breaks down in tears. With a sudden change of event, she breaks the plate and gets furious and STORMS out of the door. Being said, Thomas is shooked and continues to eat his plain burger.",1.6,1.4,1.8,0.8,0.2,2.0,2.0,1.2
5b4991de56e0140001acb76b,""" It is a beautiful lecture hall""","""Chemistry and about ion identity""","""The number of protons dictate the identity of the element""","""There is a midterm next monday""","""6 months""","""5 diamonds that are red""","""In a notebook""","""Her sister""",24,soc,The couple were dating for a few months. They met in a lecture course but also shared a chemistry course. During that day in chemistry a lesson on ion identity was being taught but there was a surprise to the end. During the class the male (cannot recall the name) proposed to Lana (his girl friend) after looking over the ring one more time during lecture. Lana was into avant-garde types of rings. It had 5 diamonds that were red. She said yes to the engagement and texted her sister first. All of this was overheard from friends outside of the classroom who came in and congratulated the couple on the engagement.,0.6,2.2,1.0,2.8,0.0,3.0,3.0,3.0
