sub,priming,qt,avg,story
sub-04,np,avg_loc,0.0,34
sub-04,np,avg_soc,0.5,34
sub-05,loc,avg_loc,1.75,34
sub-05,loc,avg_soc,1.25,34
sub-06,loc,avg_loc,0.5,34
sub-06,loc,avg_soc,0.5,34
sub-07,soc,avg_loc,0.0,34
sub-07,soc,avg_soc,1.0,34
sub-08,soc,avg_loc,0.5,34
sub-08,soc,avg_soc,0.5,34
sub-09,soc,avg_loc,0.25,34
sub-09,soc,avg_soc,2.5,34
sub-10,loc,avg_loc,0.0,34
sub-10,loc,avg_soc,1.75,34
sub-17,np,avg_loc,1.0,34
sub-17,np,avg_soc,2.6666666666666665,34
sub-18,loc,avg_loc,1.75,34
sub-18,loc,avg_soc,1.0,34
sub-20,soc,avg_loc,1.0,34
sub-20,soc,avg_soc,2.25,34
sub-22,soc,avg_loc,0.0,34
sub-22,soc,avg_soc,1.75,34
sub-23,soc,avg_loc,0.0,34
sub-23,soc,avg_soc,0.0,34
sub-25,np,avg_loc,0.0,34
sub-25,np,avg_soc,0.75,34
sub-26,loc,avg_loc,0.0,34
sub-26,loc,avg_soc,1.0,34
sub-27,loc,avg_loc,0.5,34
sub-27,loc,avg_soc,0.5,34
sub-28,soc,avg_loc,0.0,34
sub-28,soc,avg_soc,1.5,34
sub-31,soc,avg_loc,0.0,34
sub-31,soc,avg_soc,0.0,34
sub-32,loc,avg_loc,0.0,34
sub-32,loc,avg_soc,0.0,34
sub-33,np,avg_loc,0.25,34
sub-33,np,avg_soc,0.0,34
sub-34,np,avg_loc,0.5,34
sub-34,np,avg_soc,0.75,34
sub-35,np,avg_loc,0.75,34
sub-35,np,avg_soc,0.0,34
sub-36,soc,avg_loc,0.25,34
sub-36,soc,avg_soc,1.0,34
sub-37,np,avg_loc,0.0,34
sub-37,np,avg_soc,1.25,34
sub-38,loc,avg_loc,1.25,34
sub-38,loc,avg_soc,2.0,34
sub-01,soc,avg_loc,0.0,14
sub-01,soc,avg_soc,1.5,14
sub-02,soc,avg_loc,0.5,14
sub-02,soc,avg_soc,1.75,14
sub-04,soc,avg_loc,0.0,14
sub-04,soc,avg_soc,1.25,14
sub-07,soc,avg_loc,0.5,14
sub-07,soc,avg_soc,0.5,14
sub-08,np,avg_loc,0.5,14
sub-08,np,avg_soc,2.0,14
sub-09,np,avg_loc,0.0,14
sub-09,np,avg_soc,1.75,14
sub-10,loc,avg_loc,1.0,14
sub-10,loc,avg_soc,2.0,14
sub-12,loc,avg_loc,0.0,14
sub-12,loc,avg_soc,2.75,14
sub-13,loc,avg_loc,0.75,14
sub-13,loc,avg_soc,1.75,14
sub-16,loc,avg_loc,0.0,14
sub-16,loc,avg_soc,0.75,14
sub-17,soc,avg_loc,2.0,14
sub-17,soc,avg_soc,1.75,14
sub-18,loc,avg_loc,2.25,14
sub-18,loc,avg_soc,1.75,14
sub-20,np,avg_loc,0.25,14
sub-20,np,avg_soc,1.5,14
sub-21,loc,avg_loc,0.5,14
sub-21,loc,avg_soc,0.0,14
sub-22,np,avg_loc,1.5,14
sub-22,np,avg_soc,1.75,14
sub-23,soc,avg_loc,0.0,14
sub-23,soc,avg_soc,0.0,14
sub-25,soc,avg_loc,1.0,14
sub-25,soc,avg_soc,2.25,14
sub-28,np,avg_loc,0.0,14
sub-28,np,avg_soc,0.5,14
sub-29,loc,avg_loc,1.0,14
sub-29,loc,avg_soc,2.75,14
sub-30,loc,avg_loc,2.25,14
sub-30,loc,avg_soc,2.25,14
sub-31,soc,avg_loc,0.5,14
sub-31,soc,avg_soc,2.75,14
sub-32,loc,avg_loc,0.0,14
sub-32,loc,avg_soc,0.0,14
sub-33,np,avg_loc,0.0,14
sub-33,np,avg_soc,0.0,14
sub-34,np,avg_loc,0.5,14
sub-34,np,avg_soc,1.5,14
sub-35,np,avg_loc,0.75,14
sub-35,np,avg_soc,2.0,14
sub-36,np,avg_loc,0.5,14
sub-36,np,avg_soc,1.75,14
sub-37,soc,avg_loc,1.75,14
sub-37,soc,avg_soc,3.0,14
sub-01,np,avg_loc,0.75,44
sub-01,np,avg_soc,1.25,44
sub-02,np,avg_loc,0.75,44
sub-02,np,avg_soc,0.75,44
sub-03,loc,avg_loc,1.75,44
sub-03,loc,avg_soc,0.0,44
sub-04,np,avg_loc,0.0,44
sub-04,np,avg_soc,2.0,44
sub-05,loc,avg_loc,1.0,44
sub-05,loc,avg_soc,1.5,44
sub-06,loc,avg_loc,0.75,44
sub-06,loc,avg_soc,1.25,44
sub-07,np,avg_loc,0.25,44
sub-07,np,avg_soc,0.0,44
sub-08,np,avg_loc,2.0,44
sub-08,np,avg_soc,2.25,44
sub-09,soc,avg_loc,1.0,44
sub-09,soc,avg_soc,1.25,44
sub-13,loc,avg_loc,0.75,44
sub-13,loc,avg_soc,1.0,44
sub-14,loc,avg_loc,0.75,44
sub-14,loc,avg_soc,2.0,44
sub-17,soc,avg_loc,2.0,44
sub-17,soc,avg_soc,2.25,44
sub-19,loc,avg_loc,0.5,44
sub-19,loc,avg_soc,1.5,44
sub-20,soc,avg_loc,0.0,44
sub-20,soc,avg_soc,1.25,44
sub-22,np,avg_loc,0.0,44
sub-22,np,avg_soc,0.75,44
sub-23,np,avg_loc,0.75,44
sub-23,np,avg_soc,2.0,44
sub-24,loc,avg_loc,0.5,44
sub-24,loc,avg_soc,0.0,44
sub-25,soc,avg_loc,1.0,44
sub-25,soc,avg_soc,1.5,44
sub-28,np,avg_loc,1.5,44
sub-28,np,avg_soc,2.5,44
sub-29,loc,avg_loc,2.25,44
sub-29,loc,avg_soc,2.0,44
sub-30,loc,avg_loc,1.5,44
sub-30,loc,avg_soc,2.0,44
sub-31,np,avg_loc,0.0,44
sub-31,np,avg_soc,0.0,44
sub-33,soc,avg_loc,0.0,44
sub-33,soc,avg_soc,2.25,44
sub-34,soc,avg_loc,1.0,44
sub-34,soc,avg_soc,3.0,44
sub-35,soc,avg_loc,0.25,44
sub-35,soc,avg_soc,1.5,44
sub-36,soc,avg_loc,1.0,44
sub-36,soc,avg_soc,2.0,44
sub-37,soc,avg_loc,0.75,44
sub-37,soc,avg_soc,2.75,44
